timestamp,open,high,low,close,volume
1774612800000,66702.78000000,66773.25000000,66432.19000000,66619.76000000,964.55681000
1774616400000,66619.75000000,66757.30000000,66025.00000000,66188.32000000,2427.72498000
1774620000000,66188.31000000,66404.00000000,65730.17000000,66205.06000000,2475.49917000
1774623600000,66205.07000000,66638.25000000,65958.75000000,66112.82000000,2405.26081000
1774627200000,66112.82000000,66177.99000000,65812.43000000,65979.29000000,1226.73521000
1774630800000,65979.29000000,66290.00000000,65600.00000000,65632.92000000,1002.16119000
1774634400000,65632.93000000,65951.96000000,65548.25000000,65836.69000000,915.82085000
1774638000000,65836.69000000,66145.00000000,65700.00000000,66040.66000000,818.34010000
1774641600000,66040.65000000,66152.51000000,65817.44000000,66020.76000000,511.09525000
1774645200000,66020.77000000,66186.01000000,66013.00000000,66098.00000000,636.71362000
1774648800000,66098.00000000,66098.01000000,65920.00000000,66020.79000000,739.86415000
1774652400000,66020.79000000,66420.75000000,65970.25000000,66407.28000000,504.92186000
1774656000000,66407.28000000,66520.46000000,66293.35000000,66431.55000000,499.89072000
1774659600000,66431.54000000,66431.55000000,66056.09000000,66178.85000000,613.17173000
1774663200000,66178.86000000,66251.67000000,65932.09000000,66053.20000000,490.39923000
1774666800000,66053.20000000,66259.66000000,66053.19000000,66240.00000000,705.96536000
1774670400000,66240.00000000,66304.72000000,66110.00000000,66285.01000000,452.84284000
1774674000000,66285.01000000,66407.96000000,66202.01000000,66341.90000000,675.62625000
1774677600000,66341.90000000,66500.00000000,66308.93000000,66382.00000000,485.97016000
1774681200000,66382.00000000,66573.61000000,66379.80000000,66561.48000000,737.38217000
1774684800000,66561.49000000,66570.09000000,66387.06000000,66409.33000000,708.34892000
1774688400000,66409.34000000,66416.77000000,66243.01000000,66311.32000000,634.09125000
1774692000000,66311.32000000,66411.79000000,66124.40000000,66221.38000000,306.12343000
1774695600000,66221.37000000,66358.00000000,66201.91000000,66319.47000000,223.42305000
1774699200000,66319.46000000,66527.01000000,66240.87000000,66455.09000000,344.10648000
1774702800000,66455.10000000,67163.99000000,66407.65000000,66835.10000000,1040.57902000
1774706400000,66835.10000000,66967.01000000,66666.66000000,66742.10000000,570.49869000
1774710000000,66742.09000000,67288.94000000,66717.15000000,67014.91000000,771.68723000
1774713600000,67014.92000000,67096.77000000,66855.24000000,66926.95000000,342.70522000
1774717200000,66926.94000000,66996.61000000,66704.00000000,66846.21000000,310.89662000
1774720800000,66846.20000000,66963.51000000,66834.87000000,66908.03000000,234.04169000
1774724400000,66908.03000000,66954.00000000,66804.71000000,66916.52000000,202.96743000
1774728000000,66916.52000000,67010.00000000,66906.00000000,66906.00000000,262.72665000
1774731600000,66906.00000000,66926.31000000,66600.01000000,66685.53000000,291.07026000
1774735200000,66685.53000000,66788.88000000,66588.22000000,66755.88000000,224.47432000
1774738800000,66755.88000000,66755.88000000,66283.38000000,66377.03000000,333.40975000
1774742400000,66377.04000000,66500.00000000,66281.40000000,66487.93000000,285.17232000
1774746000000,66487.93000000,66620.00000000,66385.88000000,66569.22000000,295.19169000
1774749600000,66569.22000000,66843.66000000,66540.96000000,66818.00000000,293.83335000
1774753200000,66818.01000000,67130.50000000,66760.48000000,66912.00000000,660.94660000
1774756800000,66912.00000000,66936.60000000,66717.51000000,66735.14000000,168.57240000
1774760400000,66735.14000000,66828.05000000,66597.10000000,66771.94000000,418.44564000
1774764000000,66771.94000000,66872.00000000,66636.00000000,66738.50000000,418.74617000
1774767600000,66738.50000000,66752.61000000,66556.78000000,66671.00000000,346.10727000
1774771200000,66671.00000000,66772.83000000,66600.00000000,66724.00000000,177.06023000
1774774800000,66724.00000000,66773.02000000,66549.54000000,66634.01000000,225.04256000
1774778400000,66634.01000000,66634.02000000,66418.00000000,66502.79000000,345.86500000
1774782000000,66502.80000000,66988.01000000,66502.79000000,66816.28000000,336.66276000
1774785600000,66816.29000000,66870.34000000,66703.07000000,66849.88000000,185.85649000
1774789200000,66849.88000000,66875.24000000,66524.28000000,66580.36000000,359.56390000
1774792800000,66580.36000000,66797.01000000,66461.00000000,66589.64000000,372.89659000
1774796400000,66589.64000000,66730.60000000,66334.37000000,66523.00000000,518.27098000
1774800000000,66523.01000000,66665.05000000,66435.75000000,66499.35000000,232.56305000
1774803600000,66499.36000000,66546.00000000,66158.26000000,66385.84000000,329.15631000
1774807200000,66385.84000000,66540.43000000,66321.66000000,66427.26000000,147.43013000
1774810800000,66427.27000000,66477.81000000,66323.30000000,66348.62000000,285.67371000
